StudentID,EnrollmentDate,Department,Semester,GPA,Gender,Age
ST0910,2021-03-15,Business,First Semester,3.31,Male,19
ST0911,2022-07-20,Accounting,Second Semester,3.34,Female,27
ST0912,2022-02-15,Engineering,First Semester,3.47,Male,19
ST0913,2024-01-31,Business,Summer,3.66,Female,23
ST0914,2025-07-29,Business,First Semester,3.21,Male,25
ST0915,2023-04-08,Engineering,First Semester,2.52,Female,26
ST0916,2021-08-07,Engineering,First Semester,3.01,Female,19
ST0917,2025-07-03,Engineering,Second Semester,3.75,Female,29
ST0918,2023-06-26,Accounting,Summer,2.97,Male,30
ST0919,2022-11-27,Accounting,Summer,2.92,Male,25
ST0920,2021-08-27,Business,First Semester,2.77,Male,28
ST0921,2024-12-07,Information Technology,Second Semester,2.82,Female,26
ST0922,2024-01-03,Computer Science,Summer,3.66,Male,22
ST0923,2021-07-10,Accounting,Summer,3.5,Female,19
ST0924,2024-02-10,Information Technology,Second Semester,2.63,Male,27
ST0925,2022-07-06,Information Technology,Summer,3.37,Male,25
ST0926,2025-02-18,Information Technology,First Semester,3.47,Female,21
ST0927,2022-04-15,Information Technology,First Semester,3.67,Female,20
ST0928,2025-05-15,Computer Science,First Semester,3.84,Female,27
ST0929,2021-01-14,Engineering,First Semester,3.7,Female,27
ST0930,2022-10-08,Accounting,Summer,3.74,Female,20
ST0931,2025-04-15,Engineering,Second Semester,2.8,Male,18
ST0932,2023-12-13,Accounting,Second Semester,3.88,Male,26
ST0933,2022-12-13,Accounting,Summer,3.55,Female,19
ST0934,2024-12-01,Engineering,Second Semester,2.63,Male,18
ST0935,2024-10-12,Information Technology,Second Semester,3.16,Female,23
ST0936,2024-06-08,Business,First Semester,3.1,Male,22
ST0937,2023-08-24,Engineering,Second Semester,2.73,Female,24
ST0938,2022-03-08,Accounting,Summer,3.5,Female,24
ST0939,2022-07-27,Accounting,First Semester,3.14,Male,19
ST0940,2025-01-16,Business,First Semester,3.11,Female,21
ST0941,2021-10-26,Education,First Semester,2.95,Male,20
ST0942,2023-05-14,Accounting,First Semester,3.99,Female,30
ST0943,2023-09-24,Business,Second Semester,3.12,Male,24
ST0944,2021-07-22,Education,First Semester,2.12,Female,25
ST0945,2025-09-15,Education,First Semester,2.9,Female,22
ST0946,2023-01-10,Business,Summer,3.11,Female,23
ST0947,2021-02-10,Accounting,First Semester,2.7,Male,27
ST0948,2024-03-25,Education,Summer,3.08,Female,23
ST0949,2022-10-28,Education,Summer,2.97,Female,19
ST0950,2023-02-20,Engineering,Second Semester,2.93,Male,20
ST0951,2024-08-04,Business,Second Semester,3.26,Female,19
ST0952,2021-06-12,Information Technology,Second Semester,2.46,Female,28
ST0953,2022-08-20,Education,Second Semester,3.21,Female,22
ST0954,2025-12-23,Accounting,Second Semester,3.5,Female,24
ST0955,2021-12-09,Information Technology,First Semester,2.25,Male,28
ST0956,2022-05-31,Education,Summer,3.5,Male,20
ST0957,2023-03-25,Computer Science,First Semester,2.13,Female,26
ST0958,2021-04-21,Computer Science,Second Semester,3.05,Male,19
ST0959,2022-06-22,Engineering,First Semester,2.17,Female,22
ST0960,2022-04-15,Information Technology,Summer,2.57,Male,20
ST0961,2023-12-15,Information Technology,First Semester,2.07,Female,23
ST0962,2025-11-05,Accounting,Second Semester,3.95,Female,26
ST0963,2023-07-01,Information Technology,Summer,3.08,Female,28
ST0964,2025-03-14,Education,Summer,2.87,Female,23
ST0965,2023-09-14,Engineering,First Semester,3.61,Female,22
ST0966,2023-01-20,Accounting,Second Semester,2.31,Male,18
ST0967,2023-12-08,Information Technology,Second Semester,2.57,Male,29
ST0968,2023-10-05,Accounting,Second Semester,2.02,Female,30
ST0969,2022-08-23,Engineering,First Semester,3.59,Female,21
ST0970,2023-04-24,Engineering,Second Semester,2.79,Male,29
ST0971,2025-02-18,Education,Second Semester,3.66,Male,22
ST0972,2021-06-12,Accounting,Summer,2.48,Female,22
ST0973,2024-08-21,Education,Summer,3.62,Female,21
ST0974,2025-10-14,Computer Science,First Semester,2.27,Male,28
ST0975,2023-07-22,Engineering,Second Semester,2.54,Female,21
ST0976,2022-10-19,Computer Science,First Semester,2.1,Male,20
ST0977,2021-07-29,Business,Second Semester,2.25,Female,29
ST0978,2021-01-17,Information Technology,First Semester,2.3,Female,21
ST0979,2022-12-02,Accounting,Second Semester,3.57,Female,23
ST0980,2023-08-08,Education,First Semester,2.66,Male,18
ST0981,2022-06-30,Accounting,First Semester,3.09,Male,21
ST0982,2025-09-20,Business,Second Semester,3.66,Male,30
ST0983,2025-01-03,Information Technology,Second Semester,3.54,Female,21
ST0984,2025-02-19,Computer Science,First Semester,2.92,Male,26
ST0985,2024-09-25,Information Technology,Second Semester,2.78,Female,23
ST0986,2021-11-21,Education,Summer,2.08,Male,22
ST0987,2023-09-13,Education,Second Semester,2.4,Male,28
ST0988,2022-03-23,Computer Science,First Semester,3.27,Female,18
ST0989,2021-12-09,Business,Summer,2.24,Male,18
ST0990,2021-03-28,Engineering,Summer,2.95,Male,23
ST0991,2025-04-28,Computer Science,First Semester,2.32,Male,28
ST0992,2024-06-20,Business,Summer,2.12,Female,28
ST0993,2021-11-12,Education,Summer,3.58,Male,25
ST0994,2022-04-22,Business,Summer,3.58,Female,30
ST0995,2023-06-18,Education,First Semester,2.04,Female,23
ST0996,2025-01-23,Information Technology,Second Semester,3.8,Female,29
ST0997,2023-06-16,Engineering,Second Semester,3.09,Female,21
ST0998,2024-03-06,Information Technology,Summer,2.7,Female,22
ST0999,2025-11-12,Engineering,Summer,2.32,Male,25
ST1000,2022-08-29,Business,Summer,2.73,Male,30
